null, null, null, null, null, null, DURATION_TIME, 3962186167, null
__daisy_timer8302332493925983967_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/timer.cpp,40,40,44,44,DURATION_TIME,531,1744301767
__daisy_force_lj2554230396732106061_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/force_lj.cpp,55,58,19,14,DURATION_TIME,271,1744301767
__daisy_comm13563936316868801037_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/comm.cpp,86,111,13,25,DURATION_TIME,150,1744301767
__daisy_comm13563936316868801037_1,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/comm.cpp,187,187,47,47,DURATION_TIME,140,1744301767
__daisy_comm13563936316868801037_2,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/comm.cpp,211,267,26,12,DURATION_TIME,421,1744301767
__daisy_neighbor9815770740619294812_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/neighbor.cpp,326,327,20,30,DURATION_TIME,141,1744301767
__daisy_neighbor9815770740619294812_1,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/neighbor.cpp,432,481,13,37,DURATION_TIME,1643,1744301767
__daisy_setup2309776800943591320_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/setup.cpp,464,467,16,11,DURATION_TIME,458490,1744301767
__daisy_setup2309776800943591320_1,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/setup.cpp,478,481,23,25,DURATION_TIME,81944,1744301767
__daisy_thermo15430095855889530542_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/thermo.cpp,152,156,16,29,DURATION_TIME,112572,1744301767
__daisy_setup2309776800943591320_2,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/setup.cpp,489,492,23,25,DURATION_TIME,60243,1744301767
__daisy_atom2315956000743655012_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,109,120,20,51,DURATION_TIME,165661,1744301767
__daisy_comm1337302479500633645_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/comm.cpp,875,877,26,12,DURATION_TIME,391,1744301767
__daisy_force_lj4650255009101980807_9,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/force_lj.cpp,196,198,20,20,DURATION_TIME,186170,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,12874,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,21871,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,9908,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,44724,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7293,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,33493,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7975,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,30657,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,6291,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,28824,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7193,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,28133,1744301767
__daisy_thermo9341384454765968857_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/thermo.cpp,152,156,16,29,DURATION_TIME,128991,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,29706,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,8946,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,25478,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,6492,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,20969,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,8736,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,24496,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,6782,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,26360,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,11442,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,16270,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,8135,1744301767
__daisy_force_lj4650255009101980807_5,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/force_lj.cpp,196,198,20,20,DURATION_TIME,67586,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,12824,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,20829,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,9528,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,44623,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,6873,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,34465,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7294,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,30517,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,6562,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,26419,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7684,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,27331,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,29495,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,9148,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,25578,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,6192,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,20739,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,9147,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,25358,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,6442,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,26400,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,10850,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,18214,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,7584,1744301767
__daisy_force_lj4650255009101980807_5,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/force_lj.cpp,196,198,20,20,DURATION_TIME,68789,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,13154,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,16431,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,9818,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,44273,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,6532,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,33854,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7535,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,28864,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,6192,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,36278,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,8125,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,27291,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,29205,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,9217,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,25789,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,6171,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,21961,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,9167,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,25428,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,7084,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,26580,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,11642,1744301767
__daisy_atom6019041657568923442_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,139,155,6,41,DURATION_TIME,16962,1744301767
__daisy_atom13375219598943758806_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,166,168,32,32,DURATION_TIME,7684,1744301767
__daisy_force_lj4650255009101980807_5,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/force_lj.cpp,196,198,20,20,DURATION_TIME,78627,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,12754,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,17343,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,9427,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,44213,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,6151,1744301767
__daisy_atom15836729971334957460_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,190,193,9,20,DURATION_TIME,35667,1744301767
__daisy_atom8748211979286917419_0,/home/nora-hagmeyer/opt/docc/tests/mantevo/miniMD/atom.cpp,178,180,5,5,DURATION_TIME,7885,1744301767
